,ZONE,year,value,ProjectID
735,2856,2037,4662.799999999999,21703.0
736,2858,2037,7445.299999999999,21703.0
737,2865,2037,15974.8,21703.0
738,2866,2037,26147.8,21703.0
739,2869,2037,63646.8,21703.0
740,2871,2037,95315.3,21703.0
741,2854,2037,166227.3,21703.0
742,1098,2037,201489.3,21703.0
743,2860,2038,3508.3999999999996,21703.0
744,2856,2038,4662.799999999999,21703.0
745,2858,2038,7445.299999999999,21703.0
746,2865,2038,15974.8,21703.0
747,2866,2038,26147.8,21703.0
748,2869,2038,63646.8,21703.0
749,2871,2038,95315.3,21703.0
750,2854,2038,166227.3,21703.0
751,1098,2038,201489.3,21703.0
752,2860,2039,3508.3999999999996,21703.0
753,2856,2039,4662.799999999999,21703.0
754,2858,2039,7445.299999999999,21703.0
755,2865,2039,15974.8,21703.0
756,2866,2039,26147.8,21703.0
757,2869,2039,63646.8,21703.0
758,2871,2039,95315.3,21703.0
759,2854,2039,166227.3,21703.0
760,1098,2039,201489.3,21703.0
761,2860,2040,3508.3999999999996,21703.0
762,2856,2040,4662.799999999999,21703.0
763,2858,2040,7445.299999999999,21703.0
764,2865,2040,15974.8,21703.0
765,2866,2040,26147.8,21703.0
766,2869,2040,63646.8,21703.0
767,2871,2040,95315.3,21703.0
768,2854,2040,166227.3,21703.0
769,1098,2040,201489.3,21703.0
770,987,2027,447.4285714285714,1137.0
771,987,2028,894.8571428571428,1137.0
772,987,2029,1342.2857142857142,1137.0
773,987,2030,1789.7142857142856,1137.0
774,987,2031,2237.142857142857,1137.0
775,987,2032,2684.5714285714284,1137.0
776,987,2033,3132.0,1137.0
777,987,2034,3579.4285714285716,1137.0
778,987,2035,4026.857142857143,1137.0
779,987,2036,4474.285714285715,1137.0
780,987,2037,4921.714285714286,1137.0
781,987,2038,5369.142857142858,1137.0
782,987,2039,5816.571428571429,1137.0
783,987,2040,6264.000000000001,1137.0
784,83,2027,76.38000000000001,1007.38
785,87,2027,96.94000000000001,1007.38
786,86,2027,474.73999999999995,1007.38
787,82,2027,623.0899999999999,1007.38
788,71,2027,1562.09,1007.38
789,75,2027,5189.089999999999,1007.38
790,3031,2027,8507.09,1007.38
791,83,2028,76.38000000000001,1007.38
792,87,2028,96.94000000000001,1007.38
793,86,2028,474.73999999999995,1007.38
794,82,2028,623.0899999999999,1007.38
795,71,2028,1562.09,1007.38
796,75,2028,5189.089999999999,1007.38
797,3031,2028,8507.09,1007.38
798,83,2029,76.38000000000001,1007.38
799,87,2029,96.94000000000001,1007.38
800,86,2029,474.73999999999995,1007.38
801,82,2029,623.0899999999999,1007.38
802,71,2029,1562.09,1007.38
803,75,2029,5189.089999999999,1007.38
804,3031,2029,8507.09,1007.38
805,83,2030,76.38000000000001,1007.38
806,87,2030,96.94000000000001,1007.38
807,86,2030,474.73999999999995,1007.38
808,82,2030,623.0899999999999,1007.38
809,71,2030,1562.09,1007.38
810,75,2030,5189.089999999999,1007.38
811,3031,2030,8507.09,1007.38
812,83,2031,76.38000000000001,1007.38
813,87,2031,96.94000000000001,1007.38
814,86,2031,474.73999999999995,1007.38
815,82,2031,623.0899999999999,1007.38
816,71,2031,1562.09,1007.38
817,75,2031,5189.089999999999,1007.38
818,3031,2031,8507.09,1007.38
819,83,2032,76.38000000000001,1007.38
820,87,2032,96.94000000000001,1007.38
821,86,2032,474.73999999999995,1007.38
822,82,2032,623.0899999999999,1007.38
823,71,2032,1562.09,1007.38
824,75,2032,5189.089999999999,1007.38
825,3031,2032,8507.09,1007.38
826,83,2033,76.38000000000001,1007.38
827,87,2033,96.94000000000001,1007.38
828,86,2033,474.73999999999995,1007.38
829,82,2033,623.0899999999999,1007.38
830,71,2033,1562.09,1007.38
831,75,2033,5189.089999999999,1007.38
832,3031,2033,8507.09,1007.38
833,83,2034,76.38000000000001,1007.38
834,87,2034,96.94000000000001,1007.38
835,86,2034,474.73999999999995,1007.38
836,82,2034,623.0899999999999,1007.38
837,71,2034,1562.09,1007.38
838,75,2034,5189.089999999999,1007.38
839,3031,2034,8507.09,1007.38
840,83,2035,76.38000000000001,1007.38
841,87,2035,96.94000000000001,1007.38
842,86,2035,474.73999999999995,1007.38
843,82,2035,623.0899999999999,1007.38
844,71,2035,1562.09,1007.38
845,75,2035,5189.089999999999,1007.38
846,3031,2035,8507.09,1007.38
847,83,2036,76.38000000000001,1007.38
848,87,2036,96.94000000000001,1007.38
849,86,2036,474.73999999999995,1007.38
850,82,2036,623.0899999999999,1007.38
851,71,2036,1562.09,1007.38
852,75,2036,5189.089999999999,1007.38
853,3031,2036,8507.09,1007.38
854,83,2037,76.38000000000001,1007.38
855,87,2037,96.94000000000001,1007.38
856,86,2037,474.73999999999995,1007.38
857,82,2037,623.0899999999999,1007.38
858,71,2037,1562.09,1007.38
859,75,2037,5189.089999999999,1007.38
860,3031,2037,8507.09,1007.38
861,83,2038,76.38000000000001,1007.38
862,87,2038,96.94000000000001,1007.38
863,86,2038,474.73999999999995,1007.38
864,82,2038,623.0899999999999,1007.38
865,71,2038,1562.09,1007.38
866,75,2038,5189.089999999999,1007.38
867,3031,2038,8507.09,1007.38
868,83,2039,76.38000000000001,1007.38
869,87,2039,96.94000000000001,1007.38
870,86,2039,474.73999999999995,1007.38
871,82,2039,623.0899999999999,1007.38
872,71,2039,1562.09,1007.38
873,75,2039,5189.089999999999,1007.38
874,3031,2039,8507.09,1007.38
875,83,2040,76.38000000000001,1007.38
876,87,2040,96.94000000000001,1007.38
877,86,2040,474.73999999999995,1007.38
878,82,2040,623.0899999999999,1007.38
879,71,2040,1562.09,1007.38
880,75,2040,5189.089999999999,1007.38
881,3031,2040,8507.09,1007.38
882,17,2027,12240.763548571427,1007.42.4
883,17,2028,24481.527097142854,1007.42.4
884,17,2029,36722.29064571428,1007.42.4
885,17,2030,44257.5,1007.42.4
886,22,2030,48963.05419428571,1007.42.4
887,17,2031,44257.5,1007.42.4
888,22,2031,61203.817742857136,1007.42.4
889,17,2032,44257.5,1007.42.4
890,22,2032,73444.58129142856,1007.42.4
891,17,2033,44257.5,1007.42.4
892,22,2033,84966.5,1007.42.4
893,17,2034,44257.5,1007.42.4
894,22,2034,84966.5,1007.42.4
895,17,2035,44257.5,1007.42.4
896,22,2035,84966.5,1007.42.4
897,17,2036,44257.5,1007.42.4
898,22,2036,84966.5,1007.42.4
899,17,2037,44257.5,1007.42.4
900,22,2037,84966.5,1007.42.4
901,17,2038,44257.5,1007.42.4
902,22,2038,84966.5,1007.42.4
903,17,2039,44257.5,1007.42.4
904,22,2039,84966.5,1007.42.4
905,17,2040,44257.5,1007.42.4
906,22,2040,84966.5,1007.42.4
907,306,2027,242.72,1089.65
908,329,2027,742.62,1089.65
909,306,2028,242.72,1089.65
910,329,2028,742.62,1089.65
911,306,2029,242.72,1089.65
912,329,2029,742.62,1089.65
913,306,2030,242.72,1089.65
914,329,2030,742.62,1089.65
915,306,2031,242.72,1089.65
916,329,2031,742.62,1089.65
917,306,2032,242.72,1089.65
918,329,2032,742.62,1089.65
919,306,2033,242.72,1089.65
920,329,2033,742.62,1089.65
921,306,2034,242.72,1089.65
922,329,2034,742.62,1089.65
923,306,2035,242.72,1089.65
924,329,2035,742.62,1089.65
925,306,2036,242.72,1089.65
926,329,2036,742.62,1089.65
927,306,2037,242.72,1089.65
928,329,2037,742.62,1089.65
929,306,2038,242.72,1089.65
930,329,2038,742.62,1089.65
931,306,2039,242.72,1089.65
932,329,2039,742.62,1089.65
933,306,2040,242.72,1089.65
934,329,2040,742.62,1089.65
935,3016,2027,19520.46992857143,5251.0
936,3016,2028,28081.0,5251.0
937,3016,2029,28081.0,5251.0
938,3016,2030,28081.0,5251.0
939,3016,2031,28081.0,5251.0
940,3016,2032,28081.0,5251.0
941,3016,2033,28081.0,5251.0
942,3016,2034,28081.0,5251.0
943,3016,2035,28081.0,5251.0
944,3016,2036,28081.0,5251.0
945,3016,2037,28081.0,5251.0
946,3016,2038,28081.0,5251.0
947,3016,2039,28081.0,5251.0
948,3016,2040,28081.0,5251.0
949,2828,2027,501.09999999999997,22345.0
950,2828,2028,501.09999999999997,22345.0
951,2828,2029,501.09999999999997,22345.0
952,2828,2030,501.09999999999997,22345.0
953,2828,2031,501.09999999999997,22345.0
954,2828,2032,501.09999999999997,22345.0
955,2828,2033,501.09999999999997,22345.0
956,2828,2034,501.09999999999997,22345.0
957,2828,2035,501.09999999999997,22345.0
958,2828,2036,501.09999999999997,22345.0
959,2828,2037,501.09999999999997,22345.0
960,2828,2038,501.09999999999997,22345.0
961,2828,2039,501.09999999999997,22345.0
962,2828,2040,501.09999999999997,22345.0
