Z,,Master plan,PRODSECTOR,AREATYPE,AREATYPE2,UPC_PRECIN,PRECINCT_,HH,POP_NONLAB,WORKER,STUDENT,LABOURER,POP_TOT,HOTELROOMS,RES_GFA,RETAIL_GFA,OFFICE_GFA,L_IND_GFA,M_IND_GFA,H_IND_GFA,SCHOOL_GFA,MED_GFA,OTHER_GFA,CONS_SITE,RETGEN_PRO,RETMAL_PRO,MEDCLI_PRO,MEDHOS_PRO,NONTER_PRO,TER_PRO,SCHPLCS_NT,SCHPLCS_TE,SCHPLCS_PR,SCHPLCS_SE,SECT_DST,SECT_FRT,SECT_EXT,SECT_REP,SECT_REPMS,METRO_AREA,SHAPEAREA,CENTROIDX,CENTROIDY,PARK_SEC,URBAN_RURA,LAB_CON_P,LAB_OTH_P,LAB_IND_P,IND_AREA,PROP_INT_L,PROP_INT_W,PROP_INT_O,SECT_BAL,SECT_INT,REG,TOD_A,TOD_P,HGV_PERMIT,ADSICDIST,DISTNAME,TMP,UDM_DIST,MP_ProjectID
2617,ADM,MP,2,8,11,18,Hudayriat Island,103,723,397,190,0,723,0,85588,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,232998,2702070,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2618,ADM,MP,2,8,11,18,Hudayriat Island,54,405,222,106,0,405,0,41377,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,232271,2702419,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2619,ADM,MP,2,6,8,18,Hudayriat Island,0,0,0,0,0,0,0,0,0,0,0,0,0,19105,0,0,0,100,0,100,0,100,0,825,0,0,825,2,1,0,4,1,1,0,235164,2702264,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2620,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,1211,16119,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,230760,2703789,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2621,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,0,3200,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,230716,2704306,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2622,ADM,MP,2,3,10,18,Hudayriat Island,774,2661,1462,585,0,2661,0,96512,0,0,0,0,0,0,3500,8992,0,100,0,0,100,100,0,0,0,0,0,2,1,0,4,1,1,0,233380,2702061,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2623,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,231466,2702785,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2624,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,1211,16119,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,231135,2703393,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2625,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,1211,16119,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,231455,2702953,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2626,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,228950,2704603,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2627,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,231353,2702998,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2628,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,53112,0,0,0,0,0,0,0,0,0,100,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,231771,2702761,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2629,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,230487,2702923,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2630,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,229235,2703062,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2631,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,12424,576,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,231292,2702566,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2632,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,502,900,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,231818,2702339,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.1
2633,ADM,MP,2,5,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,0,1292,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,1,231780,2704075,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,Hudayriyat West,AL HIDAYRIYYAT,18495.2
2634,ADM,MP,2,3,10,18,Hudayriat Island,1187,3546,1948,780,0,3546,263,109489,9290,11115,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,233299,2703130,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2635,ADM,MP,2,4,10,18,Hudayriat Island,134,921,506,242,0,921,0,98481,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,234533,2702634,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2636,ADM,MP,2,8,11,18,Hudayriat Island,226,1620,890,426,0,1620,0,222311,0,0,0,0,0,0,0,7977,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,234572,2701936,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2637,ADM,MP,2,3,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,234646,2702269,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,0,AL HIDAYRIYYAT,18495.1
2638,ADM,MP,2,4,8,18,Hudayriat Island,178,1335,733,351,0,1335,0,125604,500,0,0,0,0,0,0,1992,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,235200,2701242,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2639,ADM,MP,2,4,8,18,Hudayriat Island,148,1110,609,291,0,1110,0,103548,500,0,0,0,0,0,0,1992,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,235917,2701674,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2640,ADM,MP,2,4,8,18,Hudayriat Island,161,1207,663,317,0,1207,0,112913,500,0,0,0,0,0,0,1992,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,235444,2701845,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2641,ADM,MP,2,2,8,18,Hudayriat Island,556,1878,1031,413,0,1878,0,93807,9773,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,233518,2702060,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2642,ADM,MP,2,2,8,18,Hudayriat Island,564,1935,1063,425,0,1935,0,97256,9809,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,233622,2702087,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2643,ADM,MP,2,8,11,18,Hudayriat Island,131,839,461,220,0,839,0,57104,0,0,0,0,0,0,0,10200,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,234619,2702168,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2644,ADM,MP,2,8,11,18,Hudayriat Island,59,359,197,94,0,359,0,19099,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,234359,2701778,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2645,ADM,MP,2,2,8,18,Hudayriat Island,980,3078,1691,677,0,3078,0,106572,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,236572,2700909,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2646,ADM,MP,2,2,8,18,Hudayriat Island,302,950,522,209,0,950,0,32873,1500,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,236871,2700763,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,37817.0
2647,ADM,MP,2,2,8,18,Hudayriat Island,302,950,522,209,0,950,0,32873,2610,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237519,2701030,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,37817.0
2648,ADM,MP,2,4,10,18,Hudayriat Island,24,160,88,42,0,160,0,13976,0,3000,0,0,0,0,0,5387,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237603,2700923,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,37817.0
2649,ADM,MP,2,4,8,18,Hudayriat Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,1,237578,2700257,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,37817.0
2650,ADM,MP,2,2,8,18,Hudayriat Island,2464,7736,4250,1701,0,7736,0,267793,1151,0,0,0,0,0,0,11992,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,233815,2702075,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2651,ADM,MP,2,2,8,18,Hudayriat Island,961,3018,1658,663,0,3018,0,104694,2000,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237261,2701191,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2652,ADM,MP,2,6,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,238901,2700818,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,37817.0
2653,ADM,MP,2,2,8,18,Hudayriat Island,1465,4602,2528,1012,0,4602,0,159422,3366,0,0,0,0,0,0,9942,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237149,2701692,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2654,ADM,MP,2,4,10,18,Hudayriat Island,220,1180,648,310,0,1180,0,53865,134,0,0,0,0,0,0,2992,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,235813,2702163,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,18495.1
2655,ADM,MP,2,3,11,18,Hudayriat Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,2,234089,2698433,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1232,AL HUDAYRIAT ISLAND SOUTH,0,AL HIDAYRIYYAT,37817.0
2656,ADM,NMP,4,1,2,1,Abu Dhabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,7,5,0,6,1,0,32,308607,2739218,100,1,40,40,20,0,100,100,100,26,26,1,0,0,5,1061,AL JARF (HIZAM AL GHABAT),0,AL LAYYAN,0
2657,ADM,MP,2,1,6,31,Ghantoot,2,11,5,2,0,11,0,815,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,7,5,0,6,1,1,0,301731,2748559,100,1,80,5,15,0,0,0,0,0,0,1,0,0,5,1061,AL JARF (HIZAM AL GHABAT),0,AL LAYYAN,1086.3
2658,ADM,MP,2,1,6,31,Ghantoot,79,510,226,71,0,510,0,39112,0,0,0,0,0,0,0,3699,0,100,0,100,0,100,0,0,0,0,0,7,5,0,6,1,1,0,300379,2749134,100,1,80,5,15,0,0,0,0,0,0,1,0,0,5,1061,AL JARF (HIZAM AL GHABAT),0,AL LAYYAN,1086.1
2659,ADM,MP,2,1,6,31,Ghantoot,65,417,185,58,0,417,0,28719,0,0,0,0,0,0,0,1049,0,100,0,100,0,100,0,0,0,0,0,7,5,0,6,1,1,0,301017,2749099,100,1,80,5,15,0,0,0,0,0,0,1,0,0,5,1061,AL JARF (HIZAM AL GHABAT),0,AL LAYYAN,1086.1
2660,ADM,MP,2,1,6,31,Ghantoot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,7,5,0,6,1,1,0,301457,2748017,100,1,80,5,15,0,0,0,0,0,0,1,0,0,5,1061,AL JARF (HIZAM AL GHABAT),0,AL LAYYAN,1086.3
2661,ADM,MP,2,1,6,31,Ghantoot,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,7,5,0,6,1,1,0,300831,2747693,100,1,80,5,15,0,0,0,0,0,0,1,0,0,5,1061,AL JARF (HIZAM AL GHABAT),0,AL LAYYAN,1086.3
2662,ADM,MP,2,1,6,31,Ghantoot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,7,5,0,6,1,1,0,300158,2747972,100,1,80,5,15,0,0,0,0,0,0,1,0,0,5,1061,AL JARF (HIZAM AL GHABAT),0,AL LAYYAN,1086.3
2663,ADM,MP,2,1,6,31,Ghantoot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,7,5,0,6,1,1,0,300011,2748570,100,1,80,5,15,0,0,0,0,0,0,1,0,0,5,1061,AL JARF (HIZAM AL GHABAT),0,AL LAYYAN,1086.3
2664,ADM,MP,2,1,6,31,Ghantoot,48,309,137,43,0,309,0,25351,40,0,0,0,0,0,0,5227,0,100,0,100,0,100,0,0,0,0,0,7,5,0,6,1,1,0,300532,2748813,100,1,80,5,15,0,0,0,0,0,0,1,0,0,5,1061,AL JARF (HIZAM AL GHABAT),0,AL LAYYAN,1086.1
2665,ADM,MP,2,1,6,31,Ghantoot,37,239,106,33,0,239,0,20370,58,0,0,0,0,2018,0,4173,0,100,0,100,0,100,0,34,0,34,0,7,5,0,6,1,1,0,300874,2748877,100,1,80,5,15,0,0,0,0,0,0,1,0,0,5,1061,AL JARF (HIZAM AL GHABAT),0,AL LAYYAN,1086.1
2666,ADM,MP,2,1,6,31,Ghantoot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,7,5,0,6,1,1,0,301081,2748385,100,1,80,5,15,0,0,0,0,0,0,1,0,0,5,1061,AL JARF (HIZAM AL GHABAT),0,AL LAYYAN,1086.3
2667,ADM,MP,2,1,6,31,Ghantoot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,7,5,0,6,1,1,0,300439,2748347,100,1,80,5,15,0,0,0,0,0,0,1,0,0,5,1061,AL JARF (HIZAM AL GHABAT),0,AL LAYYAN,1086.3
2668,ADM,MP,2,1,6,31,Ghantoot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,7,5,0,6,1,1,0,300338,2748517,100,1,80,5,15,0,0,0,0,0,0,1,0,0,5,1061,AL JARF (HIZAM AL GHABAT),0,AL LAYYAN,1086.3
2669,ADM,MP,2,1,6,31,Ghantoot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,7,5,0,6,1,1,0,300553,2748089,100,1,80,5,15,0,0,0,0,0,0,1,0,0,5,1061,AL JARF (HIZAM AL GHABAT),0,AL LAYYAN,1086.3
2670,ADM,MP,2,1,6,31,Ghantoot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,7,5,0,6,1,1,0,301063,2748126,100,1,80,5,15,0,0,0,0,0,0,1,0,0,5,1061,AL JARF (HIZAM AL GHABAT),0,AL LAYYAN,1086.3
2671,ADM,MP,2,1,6,31,Ghantoot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,7,5,0,6,1,1,0,300748,2748592,100,1,80,5,15,0,0,0,0,0,0,1,0,0,5,1061,AL JARF (HIZAM AL GHABAT),0,AL LAYYAN,1086.3
2672,ADM,MP,2,1,6,31,Ghantoot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,7,5,0,6,1,1,0,301203,2748599,100,1,80,5,15,0,0,0,0,0,0,1,0,0,5,1061,AL JARF (HIZAM AL GHABAT),0,AL LAYYAN,1086.3
2673,ADM,MP,2,7,6,31,Ghantoot,1,4,2,1,0,4,0,495,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,7,5,0,6,1,1,1,278691,2750414,100,1,40,40,20,0,0,0,0,0,0,1,0,0,5,1061,AL JARF (HIZAM AL GHABAT),0,GHADEER AL TAYR,17158.0
2674,ADM,MP,2,2,6,31,Ghantoot,5,21,9,4,0,21,0,3001,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,7,5,0,6,1,1,2,279301,2750424,100,1,40,40,20,0,0,0,0,0,0,1,0,0,5,1061,AL JARF (HIZAM AL GHABAT),0,GHADEER AL TAYR,17158.1
2675,ADM,MP,2,1,6,31,Ghantoot,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,531,0,100,0,100,0,100,0,0,0,0,0,7,5,0,6,1,1,0,278905,2751023,100,1,40,40,20,0,0,0,0,0,0,1,0,0,5,1061,AL JARF (HIZAM AL GHABAT),0,GHADEER AL TAYR,17158.1
2676,ADM,MP,2,1,6,31,Ghantoot,7,29,13,5,0,29,0,3823,0,102,0,0,0,0,0,1992,0,100,0,100,0,100,0,0,0,0,0,7,5,0,6,1,1,1,278142,2751039,100,1,40,40,20,0,0,0,0,0,0,1,0,0,5,1061,AL JARF (HIZAM AL GHABAT),0,GHADEER AL TAYR,17158.1
2677,,,3,3,6,39,AAM_Inner (Central),254,1025,564,225,0,1025,0,45017,1882,0,0,0,0,2312,0,0,0,100,0,100,0,39,61,130,206,35,95,3,2,0,8,2,0,0,373082,2681311,30,2,40,40,20,0,0,0,0,0,0,2,0,0,2,5,AL JIMI,0,0,0
2678,,,3,3,6,39,AAM_Inner (Central),0,0,0,0,0,0,0,0,3296,0,0,0,0,0,5103,0,0,100,0,100,0,100,0,0,0,0,0,3,2,0,8,2,0,0,370260,2680742,30,2,40,40,20,0,0,0,0,0,0,2,0,0,2,5,AL JIMI,0,0,0
2679,,,3,3,6,39,AAM_Inner (Central),100,404,222,89,0,404,0,17737,742,0,0,0,0,911,0,0,0,100,0,100,0,100,0,0,0,0,0,3,2,0,8,2,0,0,372434,2681450,30,2,40,40,20,0,0,0,0,0,0,2,0,0,2,5,AL JIMI,0,0,0
2680,,,3,3,6,39,AAM_Inner (Central),86,345,190,76,0,345,0,15161,634,0,0,0,0,779,0,0,0,100,0,100,0,100,0,0,0,0,0,3,2,0,8,2,0,0,372602,2681442,30,2,40,40,20,0,0,0,0,0,0,2,0,0,2,5,AL JIMI,0,0,0
2681,,,3,3,6,39,AAM_Inner (Central),114,458,252,101,0,458,0,20143,842,0,0,0,0,1034,0,0,0,100,0,100,0,100,0,0,0,0,0,3,2,0,8,2,0,0,372795,2681430,30,2,40,40,20,0,0,0,0,0,0,2,0,0,2,5,AL JIMI,0,0,0
2682,,,3,3,6,39,AAM_Inner (Central),84,337,185,74,0,337,0,14821,620,0,0,0,0,761,0,0,0,100,0,100,0,100,0,0,0,0,0,3,2,0,8,2,0,0,372991,2681417,30,2,40,40,20,0,0,0,0,0,0,2,0,0,2,5,AL JIMI,0,0,0
2683,,,3,3,6,39,AAM_Inner (Central),72,291,160,64,0,291,0,12785,535,0,0,0,0,657,0,0,0,100,0,100,0,100,0,0,0,0,0,3,2,0,8,2,0,0,373147,2681405,30,2,40,40,20,0,0,0,0,0,0,2,0,0,2,5,AL JIMI,0,0,0
2684,,,3,10,6,39,AAM_Inner (Central),0,0,0,0,0,0,0,0,1368,1762,1088,0,0,0,0,4919,0,100,0,100,0,100,0,0,0,0,0,3,2,0,8,2,0,0,373455,2682039,30,2,40,40,20,0,0,0,0,0,0,2,0,0,2,5,AL JIMI,0,0,0
2685,,,3,2,6,39,AAM_Inner (Central),0,0,0,0,0,0,0,0,4275,15974,0,0,0,0,0,16787,0,100,0,100,0,100,0,0,0,0,0,3,2,0,8,2,0,0,370650,2680622,30,2,40,40,20,0,0,0,0,0,0,2,0,0,2,5,AL JIMI,0,0,0
2686,,,3,3,6,39,AAM_Inner (Central),89,357,196,79,0,357,0,15670,655,0,0,0,0,805,0,0,0,100,0,100,0,100,0,0,0,0,0,3,2,0,8,2,0,0,372428,2681333,30,2,40,40,20,0,0,0,0,0,0,2,0,0,2,5,AL JIMI,0,0,0
2687,,,3,3,6,39,AAM_Inner (Central),133,535,294,118,0,535,0,23522,983,0,0,0,0,1208,0,0,0,100,0,100,0,39,61,68,108,18,50,3,2,0,8,2,0,0,372435,2681186,30,2,40,40,20,0,0,0,0,0,0,2,0,0,2,5,AL JIMI,0,0,0
2688,,,3,3,6,39,AAM_Inner (Central),73,295,162,65,0,295,0,12948,541,0,0,0,0,665,0,0,0,100,0,100,0,100,0,0,0,0,0,3,2,0,8,2,0,0,372588,2681344,30,2,40,40,20,0,0,0,0,0,0,2,0,0,2,5,AL JIMI,0,0,0
2689,,,3,3,6,39,AAM_Inner (Central),143,577,317,127,0,577,0,25330,1059,0,0,0,0,1301,0,0,0,100,0,100,0,39,61,73,116,20,53,3,2,0,8,2,0,0,372777,2681243,30,2,40,40,20,0,0,0,0,0,0,2,0,0,2,5,AL JIMI,0,0,0
2690,,,3,3,6,39,AAM_Inner (Central),77,311,171,68,0,311,0,13643,570,0,0,0,0,701,0,0,0,100,0,100,0,100,0,0,0,0,0,3,2,0,8,2,0,0,372788,2681344,30,2,40,40,20,0,0,0,0,0,0,2,0,0,2,5,AL JIMI,0,0,0
2691,,,3,3,6,39,AAM_Inner (Central),137,551,303,121,0,551,0,24200,1012,0,0,0,0,1243,0,0,0,100,0,100,0,39,61,70,111,19,51,3,2,0,8,2,0,0,372593,2681218,30,2,40,40,20,0,0,0,0,0,0,2,0,0,2,5,AL JIMI,0,0,0
2692,ADM,MP,2,6,11,33,Al Jubail Island,84,652,321,161,0,652,120,73109,4250,0,0,0,0,0,0,2000,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,1,245011,2712511,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1224,AL JUBAIL ISLAND,Jubail Island TMP,AL JUBAIL ISLAND,15090.1
2693,ADM,MP,2,6,11,33,Al Jubail Island,705,4183,2300,668,0,4183,0,350581,0,0,0,0,0,0,0,87645,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,5,247339,2712994,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,1224,AL JUBAIL ISLAND,Jubail Island TMP,AL JUBAIL ISLAND,15090.2
